File,Key,Action,Value Preview,ICU Warning
intl_en.arb,@nutrition_major_minerals_title,Added,"OrderedDict([('description', 'Titre minéraux majeu",
intl_en.arb,@nutrition_trace_elements_title,Added,"OrderedDict([('description', 'Titre oligo éléments",
intl_en.arb,@nutrition_no_data_period,Added,"OrderedDict([('description', 'Pas de données chart",
intl_en.arb,@nutrition_no_major_minerals,Added,"OrderedDict([('description', 'Vide chart majeurs')",
intl_en.arb,@nutrition_no_trace_elements,Added,"OrderedDict([('description', 'Vide chart oligo')])",
intl_en.arb,@nutrition_month_dynamics_title,Added,"OrderedDict([('description', 'Titre dynamique mois",
intl_en.arb,@nutrition_dominant_production,Added,"OrderedDict([('description', 'Label production dom",
intl_en.arb,@nutrition_nutrients_origin,Added,"OrderedDict([('description', 'Note origine nutrime",
intl_en.arb,export_block_nutrition,Added,Nutrition (Agrégation),
intl_en.arb,@export_block_nutrition,Added,"OrderedDict([('description', ""Label pour le bloc N",
intl_en.arb,export_block_desc_nutrition,Added,Indicateurs nutritionnels agrégés par nutriment,
intl_en.arb,@export_block_desc_nutrition,Added,"OrderedDict([('description', 'Description pour le ",
intl_en.arb,export_field_nutrient_key,Added,Clé nutriment,
intl_en.arb,export_field_nutrient_label,Added,Nutriment,
intl_en.arb,export_field_nutrient_unit,Added,Unité,
intl_en.arb,export_field_nutrient_total,Added,Total disponible,
intl_en.arb,export_field_mass_with_data_kg,Added,Masse avec données (kg),
intl_en.arb,export_field_contributing_records,Added,Nb récoltes,
intl_en.arb,export_field_data_confidence,Added,Confiance,
intl_en.arb,export_field_coverage_percent,Added,Moy. DRI (%),
intl_en.arb,export_field_lower_bound_coverage,Added,Min DRI (%),
intl_en.arb,export_field_upper_bound_coverage,Added,Max DRI (%),
intl_de.arb,@appTitle,Added,"OrderedDict([('description', ""Titre de l'applicati",
intl_de.arb,@settings_title,Added,"OrderedDict([('description', 'Titre de la page des",
intl_de.arb,@home_settings_fallback_label,Added,"OrderedDict([('description', ""Label accessibilité ",
intl_de.arb,@settings_application,Added,"OrderedDict([('description', ""Rubrique 'Applicatio",
intl_de.arb,@settings_version,Added,"OrderedDict([('description', ""Label pour la versio",
intl_de.arb,@settings_display,Added,"OrderedDict([('description', 'Titre de la section ",
intl_de.arb,@settings_weather_selector,Added,"OrderedDict([('description', 'Titre de la section ",
intl_de.arb,@settings_commune_title,Added,"OrderedDict([('description', 'Titre du paramètre C",
intl_de.arb,@settings_choose_commune,Added,"OrderedDict([('description', 'Titre/drawer pour ch",
intl_de.arb,@settings_search_commune_hint,Added,"OrderedDict([('description', 'Hint text pour la re",
intl_de.arb,@settings_commune_default,Added,"OrderedDict([('description', 'Texte indiquant la c",
intl_de.arb,@settings_commune_selected,Added,"OrderedDict([('description', 'Texte indiquant la c",
intl_de.arb,@settings_quick_access,Added,"OrderedDict([('description', 'Titre de la zone Acc",
intl_de.arb,@settings_plants_catalog,Added,"OrderedDict([('description', ""Libellé pour l'accès",
intl_de.arb,@settings_plants_catalog_subtitle,Added,"OrderedDict([('description', 'Sous-titre pour le c",
intl_de.arb,@settings_about,Added,"OrderedDict([('description', 'Titre de la section ",
intl_de.arb,@settings_user_guide,Added,"OrderedDict([('description', ""Label pour le guide ",
intl_de.arb,@settings_user_guide_subtitle,Added,"OrderedDict([('description', ""Sous-titre pour le g",
intl_de.arb,@settings_privacy,Added,"OrderedDict([('description', 'Label Confidentialit",
intl_de.arb,@settings_privacy_policy,Added,"OrderedDict([('description', 'Titre / label de la ",
intl_de.arb,@settings_terms,Added,"OrderedDict([('description', ""Titre / label des co",
intl_de.arb,@settings_version_dialog_title,Added,"OrderedDict([('description', ""Titre de la boîte de",
intl_de.arb,@settings_version_dialog_content,Added,"OrderedDict([('description', 'Contenu de la boîte ",
intl_de.arb,@language_title,Added,"OrderedDict([('description', 'Titre de la page de ",
intl_de.arb,@language_french,Added,"OrderedDict([('description', 'Nom de la langue fra",
intl_de.arb,@language_english,Added,"OrderedDict([('description', 'Nom de la langue ang",
intl_de.arb,@language_spanish,Added,"OrderedDict([('description', 'Nom de la langue esp",
intl_de.arb,@language_portuguese_br,Added,"OrderedDict([('description', 'Nom de la langue por",
intl_de.arb,@language_german,Added,"OrderedDict([('description', 'Nom de la langue all",
intl_de.arb,@language_changed_snackbar,Added,"OrderedDict([('description', 'Message affiché en s",
intl_de.arb,@calibration_title,Added,"OrderedDict([('description', 'Titre de la section ",
intl_de.arb,@calibration_subtitle,Added,"OrderedDict([('description', 'Sous-titre de la sec",
intl_de.arb,@calibration_organic_title,Added,"OrderedDict([('description', 'Titre de la carte Ca",
intl_de.arb,@calibration_organic_subtitle,Added,"OrderedDict([('description', 'Sous-titre de la car",
intl_de.arb,@calibration_organic_disabled,Added,"OrderedDict([('description', 'SnackBar désactivati",
intl_de.arb,@calibration_organic_enabled,Added,"OrderedDict([('description', 'SnackBar activation ",
intl_de.arb,@garden_list_title,Added,"OrderedDict([('description', 'Titre écran liste de",
intl_de.arb,@garden_error_title,Added,"OrderedDict([('description', ""Titre pour l'état d'",
intl_de.arb,@garden_error_subtitle,Added,"OrderedDict([('description', ""Message d'erreur dét",
intl_de.arb,@garden_retry,Added,"OrderedDict([('description', 'Texte du bouton Rées",
intl_de.arb,@garden_no_gardens,Added,"OrderedDict([('description', 'Message affiché si a",
intl_de.arb,@garden_archived_info,Added,"OrderedDict([('description', 'Info affichée lorsqu",
intl_de.arb,@garden_add_tooltip,Added,"OrderedDict([('description', 'Tooltip du FAB pour ",
intl_de.arb,@plant_catalog_title,Added,"OrderedDict([('description', ""Titre de l'écran cat",
intl_de.arb,@plant_catalog_search_hint,Added,"OrderedDict([('description', 'Indication visuelle ",
intl_de.arb,@plant_custom_badge,Added,"OrderedDict([('description', 'Texte du badge pour ",
intl_de.arb,@plant_detail_not_found_title,Added,"OrderedDict([('description', ""Titre affiché si une",
intl_de.arb,@plant_detail_not_found_body,Added,"OrderedDict([('description', ""Message affiché lors",
intl_de.arb,@plant_added_favorites,Added,"OrderedDict([('description', ""SnackBar indiquant q",
intl_de.arb,@plant_detail_popup_add_to_garden,Added,"OrderedDict([('description', 'Texte du menu contex",
intl_de.arb,@plant_detail_popup_share,Added,"OrderedDict([('description', 'Texte du menu contex",
intl_de.arb,@plant_detail_share_todo,Added,"OrderedDict([('description', ""SnackBar indiquant q",
intl_de.arb,@plant_detail_add_to_garden_todo,Added,"OrderedDict([('description', ""SnackBar indiquant q",
intl_de.arb,@plant_detail_section_culture,Added,"OrderedDict([('description', 'Titre section Détail",
intl_de.arb,@plant_detail_section_instructions,Added,"OrderedDict([('description', 'Titre section Instru",
intl_de.arb,@plant_detail_detail_family,Added,"OrderedDict([('description', 'Label Famille dans l",
intl_de.arb,@plant_detail_detail_maturity,Added,"OrderedDict([('description', 'Label Durée de matur",
intl_de.arb,@plant_detail_detail_spacing,Added,"OrderedDict([('description', 'Label Espacement')])",
intl_de.arb,@plant_detail_detail_exposure,Added,"OrderedDict([('description', 'Label Exposition')])",
intl_de.arb,@plant_detail_detail_water,Added,"OrderedDict([('description', 'Label Besoins en eau",
intl_de.arb,@planting_title_template,Added,"OrderedDict([('description', ""Titre de l'écran des",
intl_de.arb,@planting_menu_statistics,Added,"OrderedDict([('description', 'Menu item Statistiqu",
intl_de.arb,@planting_menu_ready_for_harvest,Added,"OrderedDict([('description', 'Menu item Prêt à réc",
intl_de.arb,@planting_menu_test_data,Added,"OrderedDict([('description', 'Menu item Données te",
intl_de.arb,@planting_search_hint,Added,"OrderedDict([('description', 'Hint de recherche su",
intl_de.arb,@planting_filter_all_statuses,Added,"OrderedDict([('description', 'Filtre Tous les stat",
intl_de.arb,@planting_filter_all_plants,Added,"OrderedDict([('description', 'Filtre Toutes les pl",
intl_de.arb,@planting_stat_plantings,Added,"OrderedDict([('description', 'Label statistiques :",
intl_de.arb,@planting_stat_total_quantity,Added,"OrderedDict([('description', 'Label statistiques :",
intl_de.arb,@planting_stat_success_rate,Added,"OrderedDict([('description', 'Label statistiques :",
intl_de.arb,@planting_stat_in_growth,Added,"OrderedDict([('description', 'Label statistiques :",
intl_de.arb,@planting_stat_ready_for_harvest,Added,"OrderedDict([('description', 'Label statistiques :",
intl_de.arb,@planting_empty_none,Added,"OrderedDict([('description', ""Titre pour l'état vi",
intl_de.arb,@planting_empty_first,Added,"OrderedDict([('description', ""Texte incitatif si a",
intl_de.arb,@planting_create_action,Added,"OrderedDict([('description', 'Texte du bouton pour",
intl_de.arb,@planting_empty_no_result,Added,"OrderedDict([('description', ""Titre pour l'état 'a",
intl_de.arb,@planting_clear_filters,Added,"OrderedDict([('description', 'Action pour effacer ",
intl_de.arb,@planting_add_tooltip,Added,"OrderedDict([('description', 'Tooltip du FAB pour ",
intl_de.arb,@search_hint,Added,"OrderedDict([('description', 'Hint générique pour ",
intl_de.arb,@error_page_title,Added,"OrderedDict([('description', ""Titre pour la page d",
intl_de.arb,@error_page_message,Added,"OrderedDict([('description', ""Message expliquant q",
intl_de.arb,@error_page_back,Added,"OrderedDict([('description', ""Bouton pour revenir ",
intl_de.arb,@dialog_confirm,Added,"OrderedDict([('description', 'Texte du bouton Conf",
intl_de.arb,@dialog_cancel,Added,"OrderedDict([('description', 'Texte du bouton Annu",
intl_de.arb,@snackbar_commune_selected,Added,"OrderedDict([('description', 'SnackBar indiquant l",
intl_de.arb,@common_validate,Added,"OrderedDict([('description', 'Texte générique Vali",
intl_de.arb,@common_cancel,Added,"OrderedDict([('description', 'Texte générique Annu",
intl_de.arb,@common_save,Added,"OrderedDict([('description', 'Texte générique Enre",
intl_de.arb,@empty_action_create,Added,"OrderedDict([('description', 'Action générique pou",
intl_de.arb,@user_guide_text,Added,"OrderedDict([('description', ""Texte complet du gui",
intl_de.arb,@privacy_policy_text,Added,"OrderedDict([('description', 'Texte complet de la ",
intl_de.arb,@terms_text,Added,"OrderedDict([('description', ""Texte complet des co",
intl_de.arb,@calibration_auto_apply,Added,"OrderedDict([('description', 'Switch pour applique",
intl_de.arb,@calibration_calibrate_now,Added,"OrderedDict([('description', 'Bouton pour lancer l",
intl_de.arb,@calibration_save_profile,Added,"OrderedDict([('description', 'Bouton pour sauvegar",
intl_de.arb,@calibration_export_profile,Added,"OrderedDict([('description', 'Bouton pour exporter",
intl_de.arb,@calibration_import_profile,Added,"OrderedDict([('description', 'Bouton pour importer",
intl_de.arb,@calibration_reset_profile,Added,"OrderedDict([('description', 'Bouton pour réinitia",
intl_de.arb,@calibration_refresh_profile,Added,"OrderedDict([('description', ""Bouton pour actualis",
intl_de.arb,@calibration_key_device,Added,"OrderedDict([('description', ""Label affichant la c",
intl_de.arb,@calibration_no_profile,Added,"OrderedDict([('description', 'Message si aucun pro",
intl_de.arb,@calibration_image_settings_title,Added,"OrderedDict([('description', 'Titre section réglag",
intl_de.arb,@calibration_pos_x,Added,"OrderedDict([('description', 'Label position X')])",
intl_de.arb,@calibration_pos_y,Added,"OrderedDict([('description', 'Label position Y')])",
intl_de.arb,@calibration_zoom,Added,"OrderedDict([('description', 'Label zoom')])",
intl_de.arb,@calibration_reset_image,Added,"OrderedDict([('description', 'Bouton reset image d",
intl_de.arb,@calibration_dialog_confirm_title,Added,"OrderedDict([('description', 'Titre dialog confirm",
intl_de.arb,@calibration_dialog_delete_profile,Added,"OrderedDict([('description', 'Contenu dialog suppr",
intl_de.arb,@calibration_action_delete,Added,"OrderedDict([('description', 'Bouton supprimer')])",
intl_de.arb,@calibration_snack_no_profile,Added,"OrderedDict([('description', 'SnackBar aucun profi",
intl_de.arb,@calibration_snack_profile_copied,Added,"OrderedDict([('description', 'SnackBar profil copi",
intl_de.arb,@calibration_snack_clipboard_empty,Added,"OrderedDict([('description', 'SnackBar presse-papi",
intl_de.arb,@calibration_snack_profile_imported,Added,"OrderedDict([('description', 'SnackBar profil impo",
intl_de.arb,@calibration_snack_import_error,Added,"OrderedDict([('description', 'SnackBar erreur impo",
intl_de.arb,@calibration_snack_profile_deleted,Added,"OrderedDict([('description', 'SnackBar profil supp",
intl_de.arb,@calibration_snack_no_calibration,Added,"OrderedDict([('description', 'SnackBar aucune cali",
intl_de.arb,@calibration_snack_saved_as_profile,Added,"OrderedDict([('description', 'SnackBar calibration",
intl_de.arb,@calibration_snack_save_error,Added,"OrderedDict([('description', 'SnackBar erreur sauv",
intl_de.arb,@calibration_overlay_error_save,Added,"OrderedDict([('placeholders', OrderedDict([('error",
intl_de.arb,@garden_management_create_title,Added,"OrderedDict([('description', 'Titre page création ",
intl_de.arb,@garden_management_edit_title,Added,"OrderedDict([('description', 'Titre page modificat",
intl_de.arb,@garden_management_name_label,Added,"OrderedDict([('description', 'Label champ nom jard",
intl_de.arb,@garden_management_desc_label,Added,"OrderedDict([('description', 'Label champ descript",
intl_de.arb,@garden_management_image_label,Added,"OrderedDict([('description', 'Label section image'",
intl_de.arb,@garden_management_image_url_label,Added,"OrderedDict([('description', 'Label champ URL imag",
intl_de.arb,@garden_management_image_preview_error,Added,"OrderedDict([('description', 'Erreur preview image",
intl_de.arb,@garden_management_create_submit,Added,"OrderedDict([('description', 'Bouton soumettre cré",
intl_de.arb,@garden_management_create_submitting,Added,"OrderedDict([('description', 'Bouton pendant soumi",
intl_de.arb,@garden_management_created_success,Added,"OrderedDict([('description', 'SnackBar succès créa",
intl_de.arb,@garden_management_create_error,Added,"OrderedDict([('description', 'SnackBar erreur créa",
intl_de.arb,@garden_management_delete_confirm_title,Added,"OrderedDict([('description', 'Titre dialog suppres",
intl_de.arb,@garden_management_delete_confirm_body,Added,"OrderedDict([('description', 'Corps dialog suppres",
intl_de.arb,@garden_management_delete_success,Added,"OrderedDict([('description', 'SnackBar succès supp",
intl_de.arb,@garden_management_archived_tag,Added,"OrderedDict([('description', 'Tag jardin archivé')",
intl_de.arb,@garden_management_beds_title,Added,"OrderedDict([('description', 'Titre section parcel",
intl_de.arb,@garden_management_no_beds_title,Added,"OrderedDict([('description', 'Titre état vide parc",
intl_de.arb,@garden_management_no_beds_desc,Added,"OrderedDict([('description', 'Description état vid",
intl_de.arb,@garden_management_add_bed_label,Added,"OrderedDict([('description', 'Bouton ajouter parce",
